No,名前,略称,性別,属性,ポジション,Lv1 GP,Lv1 TP,Lv1 Kic,Lv1 Bod,Lv1 Con,Lv1 Gua,Lv1 Spe,Lv1 Sta,Lv1 Gut,Lv99 GP,Lv99 TP,Lv99 Kic,Lv99 Bod,Lv99 Con,Lv99 Gua,Lv99 Spe,Lv99 Sta,Lv99 Gut,GP Type,TP Type,Kic Type,Bod Type,Con Type,Gua Type,Spe Type,Sta Type,Gut Type,Fre,Total,技1,技種,威力,TP,属性,技2,技種,威力,TP,属性,技3,技種,威力,TP,属性,技4,技種,威力,TP,属性,検索用1,検索用2,検索用3,検索用4,検索用5,検索用6,検索用7,検索用8
985,宇賀　士郎,うが,男,林,DF,34,53,10,10,12,14,13,17,10,103,138,60,62,40,60,60,62,52,1,1,1,5,1,5,1,1,1,15,411,しこふみ,BL,12,15,,ムーンサルト,DR,38,22,,アースクェイク,BL,56,30,,メガクェイク,BL,80,38,,しこふみムーンサルトアースクェイクメガクェイク,しこふみムーンサルトアースクェイクメガクェイク,しこふみムーンサルトアースクェイクメガクェイク,しこふみムーンサルトアースクェイクメガクェイク,BLDRBLBL,BLDRBLBL,BLDRBLBL,BLDRBLBL
986,沢村　瞬,さわむら,男,火,FW,20,53,13,10,8,9,15,12,9,90,156,46,57,57,52,64,56,52,5,5,1,1,1,1,2,5,1,15,399,しっぷうダッシュ,DR,8,15,,グレネードショット,NS,24,17,一致,ざんぞう,DR,52,25,,クロスドライブ,NS,67,33,,しっぷうダッシュグレネードショットざんぞうクロスドライブ,しっぷうダッシュグレネードショットざんぞうクロスドライブ,しっぷうダッシュグレネードショットざんぞうクロスドライブ,しっぷうダッシュグレネードショットざんぞうクロスドライブ,DRNSDRNS,DRNSDRNS,DRNSDRNS,DRNSDRNS
987,八田　秀隆,やつだ,男,山,DF,25,42,10,11,9,9,14,10,8,94,146,45,56,54,63,77,53,60,5,5,1,1,1,1,2,5,1,22,430,コイルターン,BL,8,15,,スーパースキャン（Ｂ）,BL,39,23,,ヒートタックル,DR,47,23,,サイクロン,BL,64,32,,コイルターンスーパースキャン（Ｂ）ヒートタックルサイクロン,コイルターンスーパースキャン（Ｂ）ヒートタックルサイクロン,コイルターンスーパースキャン（Ｂ）ヒートタックルサイクロン,コイルターンスーパースキャン（Ｂ）ヒートタックルサイクロン,BLBLDRBL,BLBLDRBL,BLBLDRBL,BLBLDRBL
988,氷山　有起哉,こおりやま,男,火,FW,33,48,9,12,16,11,9,9,7,158,132,48,52,65,48,56,57,54,4,1,1,2,2,5,1,4,1,22,402,ひゃくれつショット,NS,58,24,,フリーズショット,NS,67,33,,ジグザグスパーク,DR,47,23,,ツインブースト,NS,84,44,一致,ひゃくれつショットフリーズショットジグザグスパークツインブースト,ひゃくれつショットフリーズショットジグザグスパークツインブースト,ひゃくれつショットフリーズショットジグザグスパークツインブースト,ひゃくれつショットフリーズショットジグザグスパークツインブースト,NSNSDRNS,NSNSDRNS,NSNSDRNS,NSNSDRNS
989,森田　英雄,えいゆう,男,風,MF,27,44,14,10,8,9,15,11,7,92,154,40,54,52,60,64,62,60,5,5,1,1,1,1,2,5,1,22,414,しっぷうダッシュ,DR,8,15,一致,スーパースキャン（Ｂ）,BL,39,23,,スーパースキャン（Ｄ）,DR,38,22,,イナズマ１ごう,BS,89,51,一致,しっぷうダッシュスーパースキャン（Ｂ）スーパースキャン（Ｄ）イナズマ１ごう,しっぷうダッシュスーパースキャン（Ｂ）スーパースキャン（Ｄ）イナズマ１ごう,しっぷうダッシュスーパースキャン（Ｂ）スーパースキャン（Ｄ）イナズマ１ごう,しっぷうダッシュスーパースキャン（Ｂ）スーパースキャン（Ｄ）イナズマ１ごう,DRBLDRBS,DRBLDRBS,DRBLDRBS,DRBLDRBS
990,大将　拳,おおまさ,男,林,FW,21,48,10,9,9,8,10,12,9,195,136,44,63,61,56,67,71,52,5,5,1,1,1,1,2,5,1,23,437,ターザンキック,NS,31,20,,ひゃくれつショット,NS,58,24,一致,うしろのしょうめん,BL,41,17,,ダイナマイトシュート,NS,70,35,,ターザンキックひゃくれつショットうしろのしょうめんダイナマイトシュート,ターザンキックひゃくれつショットうしろのしょうめんダイナマイトシュート,ターザンキックひゃくれつショットうしろのしょうめんダイナマイトシュート,ターザンキックひゃくれつショットうしろのしょうめんダイナマイトシュート,NSNSBLNS,NSNSBLNS,NSNSBLNS,NSNSBLNS
991,藤崎　三省,ふじさき,男,風,DF,67,47,7,7,9,9,16,16,7,195,150,46,55,61,62,69,63,54,5,5,1,1,1,1,2,5,1,26,436,ブレードアタック,BL,39,23,一致,モンキーターン,DR,15,17,,ジグザグスパーク,DR,47,23,一致,フェイクボンバー,BL,56,30,,ブレードアタックモンキーターンジグザグスパークフェイクボンバー,ブレードアタックモンキーターンジグザグスパークフェイクボンバー,ブレードアタックモンキーターンジグザグスパークフェイクボンバー,ブレードアタックモンキーターンジグザグスパークフェイクボンバー,BLDRDRBL,BLDRDRBL,BLDRDRBL,BLDRDRBL
992,帆市　輝明,スター,男,林,MF,69,80,15,15,15,16,15,14,17,189,152,67,68,65,68,66,67,60,4,4,4,4,4,4,4,4,4,22,483,すいせいシュート,LS,45,36,,オーロラドリブル,DR,67,32,,レインボーループ,LS,70,52,,シャインドライブ,NS,78,42,,すいせいシュートオーロラドリブルレインボーループシャインドライブ,すいせいシュートオーロラドリブルレインボーループシャインドライブ,すいせいシュートオーロラドリブルレインボーループシャインドライブ,すいせいシュートオーロラドリブルレインボーループシャインドライブ,LSDRLSNS,LSDRLSNS,LSDRLSNS,LSDRLSNS
993,号田　具流,ゴーグル,男,風,FW,68,61,15,14,15,13,13,14,17,195,154,66,62,61,64,67,68,68,4,4,4,4,4,4,4,4,4,17,473,ひとりワンツー,DR,17,17,,イリュージョンボール,DR,47,23,,パトリオットシュート,LS,69,50,,アサルトシュート,LS,94,64,,ひとりワンツーイリュージョンボールパトリオットシュートアサルトシュート,ひとりワンツーイリュージョンボールパトリオットシュートアサルトシュート,ひとりワンツーイリュージョンボールパトリオットシュートアサルトシュート,ひとりワンツーイリュージョンボールパトリオットシュートアサルトシュート,DRDRLSLS,DRDRLSLS,DRDRLSLS,DRDRLSLS
994,勝喜　快翔,カイト,男,林,MF,49,63,14,12,11,13,20,14,14,176,156,60,71,60,68,79,62,67,1,1,1,1,1,1,1,1,1,26,493,クリティカル！,SK,0,0,,クイックドロウ,BL,8,15,一致,オオウチワ,DR,78,36,,トリプルダッシュ,DR,113,50,,クリティカル！クイックドロウオオウチワトリプルダッシュ,クリティカル！クイックドロウオオウチワトリプルダッシュ,クリティカル！クイックドロウオオウチワトリプルダッシュ,クリティカル！クイックドロウオオウチワトリプルダッシュ,SKBLDRDR,SKBLDRDR,SKBLDRDR,SKBLDRDR
995,空野　ルイ,クール,男,火,DF,54,60,10,12,4,14,20,15,10,158,172,63,47,44,61,72,71,66,5,5,1,1,5,1,2,5,1,26,450,イケメンＵＰ！,SK,0,0,,フェイクボンバー,BL,56,30,一致,フレイムダンス,BL,62,32,一致,ボルケイノカット,BB,73,36,一致,イケメンＵＰ！フェイクボンバーフレイムダンスボルケイノカット,イケメンＵＰ！フェイクボンバーフレイムダンスボルケイノカット,イケメンＵＰ！フェイクボンバーフレイムダンスボルケイノカット,イケメンＵＰ！フェイクボンバーフレイムダンスボルケイノカット,SKBLBLBB,SKBLBLBB,SKBLBLBB,SKBLBLBB
996,自亜　米佳,マイカ,男,火,MF,55,57,11,14,4,12,19,14,10,160,174,60,49,40,69,68,61,60,5,5,1,1,5,1,2,5,1,25,432,みんなイケイケ！,SK,0,0,,ファイアトルネード,NS,65,33,一致,さばきのてっつい,BB,80,38,一致,ちゃぶだいがえし,P1,76,41,,みんなイケイケ！ファイアトルネードさばきのてっついちゃぶだいがえし,みんなイケイケ！ファイアトルネードさばきのてっついちゃぶだいがえし,みんなイケイケ！ファイアトルネードさばきのてっついちゃぶだいがえし,みんなイケイケ！ファイアトルネードさばきのてっついちゃぶだいがえし,SKNSBBP1,SKNSBBP1,SKNSBBP1,SKNSBBP1
997,車谷　曲男,くるるん,男,林,DF,30,38,19,16,14,19,7,16,17,121,76,76,79,61,72,31,79,72,5,5,2,2,5,2,5,2,2,9,479,ちょうわざ！,SK,0,0,,ザ・ウォール,BB,48,25,,フェイクボンバー,BL,56,30,,ハリケーンアロー,BL,117,50,,ちょうわざ！ザ・ウォールフェイクボンバーハリケーンアロー,ちょうわざ！ザ・ウォールフェイクボンバーハリケーンアロー,ちょうわざ！ザ・ウォールフェイクボンバーハリケーンアロー,ちょうわざ！ザ・ウォールフェイクボンバーハリケーンアロー,SKBBBLBL,SKBBBLBL,SKBBBLBL,SKBBBLBL
998,阿後　大三,あごん,男,火,MF,81,47,20,16,7,17,9,18,16,191,132,79,76,46,70,56,76,53,2,5,2,2,5,2,5,2,2,16,472,ちょうわざ！,SK,0,0,,ダッシュアクセル,DR,8,15,,ボルケイノカット,BB,73,36,一致,トライアングルＺ,NS,104,59,一致,ちょうわざ！ダッシュアクセルボルケイノカットトライアングルＺ,ちょうわざ！ダッシュアクセルボルケイノカットトライアングルＺ,ちょうわざ！ダッシュアクセルボルケイノカットトライアングルＺ,ちょうわざ！ダッシュアクセルボルケイノカットトライアングルＺ,SKDRBBNS,SKDRBBNS,SKDRBBNS,SKDRBBNS
999,木田　悠翔,ユウト,男,林,GK,57,56,11,12,14,10,13,12,11,129,100,47,44,46,52,48,49,44,2,2,2,2,2,2,2,2,2,14,344,トルネードキャッチ,CA,13,19,,スーパースキャン（Ｂ）,BL,39,23,一致,ロケットこぶし,P1,41,27,,フェイクボール,BL,46,25,一致,トルネードキャッチスーパースキャン（Ｂ）ロケットこぶしフェイクボール,トルネードキャッチスーパースキャン（Ｂ）ロケットこぶしフェイクボール,トルネードキャッチスーパースキャン（Ｂ）ロケットこぶしフェイクボール,トルネードキャッチスーパースキャン（Ｂ）ロケットこぶしフェイクボール,CABLP1BL,CABLP1BL,CABLP1BL,CABLP1BL
1000,波　乗輔,なみのり,男,山,DF,44,61,13,12,14,12,20,16,11,112,170,57,60,67,71,71,68,70,5,5,1,1,1,1,2,5,1,23,487,ブレードアタック,BL,39,23,,ごりむちゅう,DR,49,23,一致,フレイムダンス,BL,62,32,,ツナミブースト,LS,92,64,,ブレードアタックごりむちゅうフレイムダンスツナミブースト,ブレードアタックごりむちゅうフレイムダンスツナミブースト,ブレードアタックごりむちゅうフレイムダンスツナミブースト,ブレードアタックごりむちゅうフレイムダンスツナミブースト,BLDRBLLS,BLDRBLLS,BLDRBLLS,BLDRBLLS
1001,駒込　豆太,こままめ,男,火,FW,20,60,10,10,12,11,17,15,14,127,173,52,62,64,68,68,72,60,5,5,1,1,1,1,2,5,1,27,473,ラン・ボール・ラン,NS,65,33,,コロドラシュート,NS,68,35,,クンフーアタック,BS,78,42,,アサルトシュート,LS,94,64,一致,ラン・ボール・ランコロドラシュートクンフーアタックアサルトシュート,ラン・ボール・ランコロドラシュートクンフーアタックアサルトシュート,ラン・ボール・ランコロドラシュートクンフーアタックアサルトシュート,ラン・ボール・ランコロドラシュートクンフーアタックアサルトシュート,NSNSBSLS,NSNSBSLS,NSNSBSLS,NSNSBSLS
1002,一之瀬　一哉,いちのせ,男,林,MF,67,66,13,16,23,14,20,17,19,154,197,79,60,76,64,63,53,71,4,2,2,2,2,5,1,4,4,36,502,スピニングシュート,NS,24,17,,イリュージョンボール,DR,47,23,一致,フレイムダンス,BL,62,32,,ザ・フェニックス,NS,114,62,,スピニングシュートイリュージョンボールフレイムダンスザ・フェニックス,スピニングシュートイリュージョンボールフレイムダンスザ・フェニックス,スピニングシュートイリュージョンボールフレイムダンスザ・フェニックス,スピニングシュートイリュージョンボールフレイムダンスザ・フェニックス,NSDRBLNS,NSDRBLNS,NSDRBLNS,NSDRBLNS
1003,土門　飛鳥,どもん,男,林,DF,67,76,12,10,13,19,14,11,12,202,176,76,61,72,76,60,72,72,1,1,2,2,4,2,2,2,2,31,520,キラースライド,BL,8,10,一致,ボルケイノカット,BB,73,36,,バックトルネード,BS,70,35,,トリプルブースト,LS,116,80,,キラースライドボルケイノカットバックトルネードトリプルブースト,キラースライドボルケイノカットバックトルネードトリプルブースト,キラースライドボルケイノカットバックトルネードトリプルブースト,キラースライドボルケイノカットバックトルネードトリプルブースト,BLBBBSLS,BLBBBSLS,BLBBBSLS,BLBBBSLS
1004,多摩野　五郎,たまごろう,男,風,DF,28,24,10,11,6,12,13,11,9,217,192,65,76,62,69,64,73,74,4,2,5,5,5,5,5,2,2,43,526,たまのりピエロ,DR,8,15,一致,ゴッドハンド（山）,CA,48,21,,マジン・ザ・ハンド（山）,CA,81,46,,アルマジロサーカス,DR,83,38,,たまのりピエロゴッドハンド（山）マジン・ザ・ハンド（山）アルマジロサーカス,たまのりピエロゴッドハンド（山）マジン・ザ・ハンド（山）アルマジロサーカス,たまのりピエロゴッドハンド（山）マジン・ザ・ハンド（山）アルマジロサーカス,たまのりピエロゴッドハンド（山）マジン・ザ・ハンド（山）アルマジロサーカス,DRCACADR,DRCACADR,DRCACADR,DRCACADR
1005,角馬　圭太,けいた,男,林,MF,18,36,8,7,5,10,7,6,4,158,129,55,72,71,58,63,59,59,5,5,5,5,5,5,5,5,5,41,478,ごりむちゅう,DR,49,23,,モンキーターン,DR,15,17,,ドこんじょうバット,BS,80,42,,ぶんしんフェイント,DR,76,36,一致,ごりむちゅうモンキーターンドこんじょうバットぶんしんフェイント,ごりむちゅうモンキーターンドこんじょうバットぶんしんフェイント,ごりむちゅうモンキーターンドこんじょうバットぶんしんフェイント,ごりむちゅうモンキーターンドこんじょうバットぶんしんフェイント,DRDRBSDR,DRDRBSDR,DRDRBSDR,DRDRBSDR
1006,サガミネーター,サガミネタ,男,林,FW,82,93,17,20,16,20,20,18,18,195,165,77,71,60,70,64,70,67,2,2,2,2,2,2,2,2,2,22,501,ダッシュアクセル,DR,8,15,,スーパースキャン（Ｄ）,DR,38,22,一致,パトリオットシュート,LS,69,50,,リフレクトバスター,NS,94,40,,ダッシュアクセルスーパースキャン（Ｄ）パトリオットシュートリフレクトバスター,ダッシュアクセルスーパースキャン（Ｄ）パトリオットシュートリフレクトバスター,ダッシュアクセルスーパースキャン（Ｄ）パトリオットシュートリフレクトバスター,ダッシュアクセルスーパースキャン（Ｄ）パトリオットシュートリフレクトバスター,DRDRLSNS,DRDRLSNS,DRDRLSNS,DRDRLSNS
1007,鬼道　有人,きどう,男,風,MF,58,78,18,19,15,17,13,15,13,191,180,63,79,79,79,76,76,68,2,2,2,2,2,2,2,2,1,34,554,イリュージョンボール,DR,47,23,,ツインブースト,NS,84,44,,イナズマブレイク,NS,109,46,一致,デスゾーン２,NS,124,64,,イリュージョンボールツインブーストイナズマブレイクデスゾーン２,イリュージョンボールツインブーストイナズマブレイクデスゾーン２,イリュージョンボールツインブーストイナズマブレイクデスゾーン２,イリュージョンボールツインブーストイナズマブレイクデスゾーン２,DRNSNSNS,DRNSNSNS,DRNSNSNS,DRNSNSNS
