No,Name,NickName,GENDER,ELEMENT,POSITION,ROLE,AGE_GROUP,SCHOOL_YEAR,TEAM,OBTAIN,IE1,IE2,IE3,GO1,GO2,GO3,ARS,ORI,VIC,KICK,CONTROL,TECHNIQUE,PRESSURE,PHYSICAL,AGILITY,INTELLIGENCE,SHOT,FOCUS(AT),FOCUS(DF),SCRAMBLE(AT),SCRAMBLE(DF),SHOT_BLOCK,KEEPER_POWER
2230,革包 ビアンカ,ビアンカ,女,風,FW,選手,中学生,一年生,無所属,イタリアのブランド品が大好きで学校用のカバンも　イタリア製のものを使う。,×,×,○,×,○,○,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2231,垣添 涼奈,涼奈,女,火,FW,選手,中学生,一年生,無所属,自分で考えた創作パンを作るのが趣味。彼女の新作パンに期待している友達は多い。,×,×,○,×,○,○,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2232,油谷 パーム,パーム,女,山,MF,選手,中学生,二年生,無所属,パーム油を使った料理が得意でみんなに振る舞っている。,×,×,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
2233,風祭 颯,風祭,男,風,DF,選手,中学生,二年生,無所属,フィールドを吹き抜ける風の動きを読んでボールをコントロールできる　風の使い手。,×,×,○,×,○,○,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
2234,林藤 親貞,林藤,男,林,MF,選手,中学生,二年生,無所属,何も考えていないように見られがちだが本人いわく　常に鋭く観察しているという。,×,×,○,×,○,○,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
2235,火流 将丸,火流,男,火,GK,選手,中学生,二年生,無所属,まるで火柱のようにどんなボールも激しいキックで蹴り返す。,×,×,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
2236,不動山 右膳,不動山,男,山,FW,選手,中学生,二年生,無所属,大きな体で　確実にボールをキープしながら走り込む。,×,×,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
2237,闇音 香恵羅,闇音,女,林,MF,選手,中学生,二年生,無所属,予想外の方向から　唐突に走り込んでいき敵のゴールを容赦なく狙うプレイスタイル。,×,×,○,×,○,○,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
2238,雷豪 光斗,雷豪,男,風,DF,選手,中学生,二年生,無所属,まるで天の稲妻のように彼の手はボールに届く。,×,×,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
2239,人狼 邦暁,オオカミ,男,火,GK,選手,中学生,二年生,無所属,なぜか銀の弾丸を恐れているが日本では　普通見かけない。,×,×,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
2240,堀米 乱太,ランタン,男,火,DF,選手,中学生,一年生,無所属,かぼちゃをくり抜いてランタンを作る名人。,×,×,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
2241,麻美 伊衣子,マミー,女,林,MF,選手,中学生,二年生,無所属,包帯を巻いていないとなぜか安心できないらしい。,×,×,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
2242,玄間 嬢子,くろまじょ,女,火,MF,選手,中学生,三年生,無所属,ほうきに乗って空を飛べると信じて特訓しているが　もちろん飛べない。,×,×,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
2243,銀杯 尚央,銀杯,男,山,GK,選手,中学生,二年生,無所属,昔の怪しげな儀式に使われたアイテムを色々集めている。,×,×,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
2244,速星 常彰,速星,男,風,FW,選手,中学生,二年生,無所属,ポケットが財布で膨れるのがイヤで薄い財布を探している。,×,×,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
2245,隠津島 小綾,小綾,女,林,DF,選手,中学生,二年生,無所属,和菓子に魅せられ新しい和菓子を研究中。,×,×,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
2246,電算 機美,でんさんき,女,林,GK,選手,中学生,二年生,無所属,コンピューターのオぺレーションをやらせたら　彼女に敵う者はいない。,×,×,○,×,×,×,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
2247,知能 測,知能,男,山,DF,選手,中学生,二年生,無所属,人間の能力を数字で測ろうと日夜研究している。,×,×,○,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
2248,論理 的雄,ロンリー,男,風,MF,選手,中学生,一年生,無所属,自分は論理的で感情などないと言うくせに白黒つかないことがあると　すぐ怒りだす。,×,×,○,×,○,○,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
2249,統計 解,統計,男,林,FW,選手,中学生,二年生,無所属,統計データを集めて解析するのが得意。,×,×,○,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2250,炉保手 楠美,ろぼてくす,男,風,DF,選手,中学生,二年生,無所属,ロボット工学の天才で人間を超えるロボットを作るつもり。,×,×,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
2251,情報 整理,情報,男,林,FW,選手,中学生,二年生,無所属,情報整理のプロだが　整理するだけで宝の持ち腐れ。,×,×,○,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2252,由良 風護,由良,男,林,MF,選手,中学生,二年生,無所属,蓄音機の音に感動してからというものアナログレコードを自作しているという。,×,×,○,×,○,○,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
2253,伊香具 是,是,男,風,GK,選手,中学生,二年生,無所属,どんなに怒っていても　お願いされるとつい　素直に従ってしまう。,×,×,○,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
2254,沖宮 敬乃,おきちゃん,女,風,MF,選手,中学生,二年生,無所属,とある離れ小島にある神社の娘なので父親の手伝いで　巫女さんをやっていた。,×,×,○,×,○,○,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
2255,室生 由市,室生,男,林,FW,選手,中学生,二年生,無所属,すごろくが大好きなんだけど同級生は　誰も遊んでくれない。,×,×,○,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2256,志磨 奈恵美,奈恵美,女,風,DF,選手,中学生,二年生,無所属,かっこいい刑事に憧れて特訓中。だけど動きが遅いんだ。,×,×,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
2257,法界 葉香奈,サイバン,女,林,DF,選手,中学生,二年生,無所属,正義の裁判官を目指して今から猛勉強中。,×,×,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
2258,白鷲 乙弥,白鷲,男,風,FW,選手,中学生,三年生,無所属,仲間たちと作り上げたソーラーカーでレースに出場して優勝するのが目標。,×,×,○,×,○,○,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2259,丹羽 麻浅,マーサ,女,林,DF,選手,中学生,二年生,無所属,アニメ番組の主題歌を歌ってアイドルになるのが夢。,×,×,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
2260,荒垣 裂空,レックウ,男,風,FW,選手,中学生,二年生,無所属,風のような疾さでフィールドを駆け巡る。彼の動きについていくのは至難の業だ。,×,×,○,×,○,○,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2261,扇森 宗厚,扇森,男,火,FW,選手,中学生,二年生,無所属,素潜りの達人。５分以上　水の中に潜っていられる。,×,×,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
2262,往馬 弥糸,弥糸,女,山,MF,選手,中学生,二年生,無所属,俳句を詠むのが趣味。いつも筆と短冊を持ち歩いている。,×,×,○,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
2263,枚聞 楽衣奈,楽衣奈,女,林,FW,選手,中学生,二年生,無所属,海外ドラマが大好きで国外の動画配信サービスも使っているほど。,×,×,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
2264,黄整 凪仁,黄整,男,林,FW,選手,中学生,二年生,無所属,上昇志向で　将来なんでもいいからビッグになってやると思っている。,×,×,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
2265,紫頭 隼太,紫頭,男,風,DF,選手,中学生,二年生,無所属,高貴な家の生まれだがその生活に疲れ　癒やしを求める。,×,×,○,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
2266,赤切 政辰,赤切,男,火,GK,選手,中学生,二年生,無所属,アグレッシブだがちょっとアブない行動をとることも。,×,×,○,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
2267,緑曲 安也,緑曲,男,山,DF,選手,中学生,二年生,無所属,安心させる達人。相談した人は　その夜からぐっすり眠れる。,×,×,○,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
2268,桃染 月羽,桃染,女,火,FW,選手,中学生,二年生,無所属,幸福な生活とは何かをいつも考えている。,×,×,○,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2269,青剃 頼也,青剃,男,林,MF,選手,中学生,三年生,無所属,いつも悲しみを心に秘めているが誰も気づいていない。,×,×,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
2270,海神 永基,海神,男,風,DF,選手,中学生,三年生,無所属,彼が海に行くと　波が静まるという不思議な力を持っている。,×,×,○,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
2271,真柄 若佐,若佐,女,風,DF,選手,中学生,一年生,無所属,隠れた名作映画をみんなに見てもらうためミニシアターを運営したいと考えている。,×,×,○,×,○,○,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
2272,率川 桂牙,率川,男,火,DF,選手,中学生,二年生,無所属,必要ないのに　新しいカバンが出たらつい欲しくなって　買ってしまう。,×,×,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
2273,錦織 維子,維子,女,風,FW,選手,中学生,一年生,無所属,日本だけなんて狭すぎる。目指すは　アジアのトップアイドル！,×,×,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
2274,土岐 誠吾,土岐,男,山,MF,選手,中学生,一年生,無所属,将来　オーケストラの指揮者になるために自分の部屋でタクトを振って特訓している。,×,×,○,×,○,○,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
2275,白幽 漂,白幽,男,風,FW,選手,中学生,一年生,無所属,いつも　ふわふわと漂うように歩いている。,×,×,○,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2276,開地 惹句,惹句,男,火,FW,選手,中学生,一年生,無所属,かぼちゃのお面で　人を驚かせる事が好きだという　イタズラっ子。,×,×,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
2277,破我 力,パワー,男,火,GK,選手,中学生,三年生,無所属,力こそ　すべての平和をもたらすと信じている。,×,×,○,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
2278,自由 主義,自由,男,山,DF,選手,中学生,二年生,無所属,自由を殊更重視して校則も廃止しようと主張している。,×,×,○,×,×,×,×,×,○,76,79,77,95,99,81,110,155,189,187,209,205,194,811
2279,米夢 拡,ドリーム,男,風,FW,選手,中学生,二年生,無所属,中学を卒業したら　単身アメリカに渡って大金持ちになるという夢を持っている。,×,×,○,×,○,○,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2280,多民 集,多民,男,林,MF,選手,中学生,二年生,無所属,世界中のいろんな人達と仲良くしたいと思っている。,×,×,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
2281,滋園田 平美,平美,女,風,FW,選手,中学生,二年生,無所属,「踊りで人は通じ合える」と言い世界中の人と　ダンスで意思疎通をしている。,×,×,○,×,×,×,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2282,正義 真実,正義,男,火,MF,選手,中学生,三年生,無所属,正義を重視するのはいいがちょっと人の話を聞かない傾向も。,×,×,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
2283,獅子谷 音目矢,レオ,男,林,FW,選手,中学生,二年生,無所属,子どものころ谷に落ちたが這い上がってきた　ガッツの持ち主。,×,×,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
2284,佐曽利 アン,スコピウス,女,火,GK,選手,中学生,二年生,無所属,こう見えても　実はかなりの毒舌家。相手の心に針を刺すこともしばしば…。,×,×,○,×,○,○,×,×,○,79,86,81,88,95,101,86,165,172,167,181,174,183,865
2285,牡牛 羽乱,タウルス,男,火,FW,選手,中学生,二年生,無所属,暴れ牛の異名をとる。彼に吹き飛ばされた人　多数。,×,×,○,×,×,×,×,×,○,104,101,91,81,78,75,90,205,191,181,168,171,159,696
2286,山羊村 相気,カプリコン,男,林,MF,選手,中学生,二年生,無所属,やぎのように　のんびりした性格。いつも草原で寝そべっている。,×,×,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
2287,天秤 明日人,ライブラ,男,山,MF,選手,中学生,二年生,無所属,いつもどっちにしようか天秤のように揺れ動いている。,×,×,○,×,×,×,×,×,○,93,101,98,81,82,75,90,194,191,188,172,171,163,708
2288,蟹江 亜留太,キャンサー,男,風,DF,選手,中学生,二年生,無所属,苦しくなるとすぐ泡を吹いて倒れてしまう。,×,×,○,×,×,×,×,×,○,79,83,84,91,95,81,104,162,187,188,199,195,186,791
2289,施条 真子,ライフル,女,林,FW,選手,中学生,三年生,無所属,たとえ　どんな困難がやってきたとしても自分の道を信じて進むという信念を持つ。,×,×,○,×,○,○,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
2290,兵主 隊示,へいたい,男,林,MF,選手,中学生,一年生,無所属,どんな困難な命令でも忠実に守って実行する。,×,×,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
2291,狙撃 手津雄,スナイパー,男,山,GK,選手,中学生,一年生,無所属,５０メートル先の空き缶をキックで狙うことができるという。,×,×,○,×,×,×,×,×,○,79,86,81,91,95,98,86,165,172,167,181,177,186,859
2292,乱闘 争,とうそう,男,風,MF,選手,中学生,二年生,無所属,正面からには弱いが乱戦になると　実力を発揮する。,×,×,○,×,×,×,×,×,○,90,104,105,77,75,75,93,194,197,198,168,170,152,679
2293,傘手 降,らっかさん,男,火,FW,選手,中学生,二年生,無所属,パラシュートが大好きだが　一度失敗して噴水に降下してしまったことがあるらしい。,×,×,○,×,○,○,×,×,○,110,104,95,77,75,75,83,214,187,178,158,160,152,679
